ID,X1,X2,y
1,-0.626453810742332,0.918977371608218,-1
2,0.183643324222082,0.782136300731067,-1
3,-0.835628612410047,0.0745649833651906,-1
4,1.59528080213779,-1.98935169586337,-1
5,0.329507771815361,0.61982574789471,-1
6,-0.820468384118015,-0.0561287395290008,-1
7,0.487429052428485,-0.155795506705329,-1
8,0.738324705129217,-1.47075238389927,-1
9,0.575781351653492,-0.47815005510862,-1
10,-0.305388387156356,0.417941560199702,-1
11,2.51178116845085,2.35867955152904,1
12,1.38984323641143,0.897212272657004,1
13,0.378759419458196,1.38767161155937,1
14,-1.2146998871775,0.946194959417095,1
15,2.12493091814311,-0.377059556828607,1
16,0.955066390984769,0.58500543670032,1
17,0.983809736901054,0.605710046289651,1
18,1.9438362106853,0.940686603288814,1
19,1.82122119509809,2.10002537198388,1
20,1.59390132121751,1.76317574845754,1
